# url contains_open_hours_text
http://www.stepforwardireland.com/pages/contact-us.php     -1
http://www.wdsolicitors.ie/contact%7Clocation-page.html     0
http://www.fcw.ie/contact.php     -1
http://beauireland.com/contacts     0
http://www.unislim.com/contact-us     0
http://www.thegrindcentre.com/contact.html     0
http://www.arkphotography.ie/contact.php     0
http://www.angelslove.ie/index.php/component/option,com_flexicontact/Itemid,14/view,contact/     -1
http://www.highbrowse.ie/music/reviews/eyecontact.html     0
http://www.mchalemuldoon.ie/contact/     1
http://www.lucanbusinesscentre.ie/contact.php     0
http://www.hcgi.ie/contact-us     0
http://www.alila.ie/contact-form.php     0
http://www.youdrive.ie/contact-us.25.html     0
http://www.ecohomeinsulation.ie/contact.php     0
http://www.smartsparks.ie/contact-us/     0
http://stylistics.ie/contacts.html     1
https://www.hello.ie/insurance-contact-us/     0
http://www.energlaze.ie/contact     0
http://www.theexchequer.ie/contact_us.php     1
http://www.50hzphotography.ie/contact/     0
http://www.fleurcreative.ie/index.php/contact-us/     0
http://www.foresthill.ie/contact.htm     -1
http://natureshealthclinic.ie/contact.html     0
http://www.recycleright.ie/webclient/contactus     0
http://www.whitecollarboxing.ie/contact-us/     0
http://brendanjoseph.com/index.php?route=information/contact     0
http://www.powerplus-electrical.com/contact_us     0
http://www.daniellemahon.com/contact/     0
http://www.mosscottage.ie/contact/     0
http://discount-carparts.com/contact-us/     0
http://www.direct2florist.ie/d2f/contact/     0
http://www.idfmarketing.com/contact/     0
http://alfabouncingcastles.com/contact-us/     0
http://www.calloutmechanics.com/contact_us.php     0
http://www.cariscloset.ie/contact-us/index.html     0
http://www.stfrancishealthvillage.com/contact.html     0
http://www.clickworks.ie/contact-us     0
http://www.abbeyevents.ie/form/contact     0
http://www.arrivesafedriving.ie/contact.html     0
http://www.compassdrivingschool.ie/contact.html     0
http://www.bikefit.ie/contact.html     0
http://www.guidedcoachtours.com/contact-us/     0
http://boutiquecamping.ie/contact/     0
http://gersdrivingschool.com/contact.htm     0
http://www.iie.ie/contact/4566354090     0
http://www.fodtransport.ie/contact-us.html     0
http://www.suite16.ie/contact/     0
http://www.daltontv.ie/contact/     0
http://www.daltontv.ie/contact/refer-a-friend/     0
http://www.daltontv.ie/contact/pay-with-paypal/     0
http://www.frameworksfilms.com/contact.html     0
http://www.annapurna.ie/contact.html     0
http://www.knoxs.ie/index.php/contact     0
http://www.georgesfishshop.com/contact.html     -1
http://www.debsball.ie/contact.asp     0
http://www.rattancube.ie/contact/     0
http://www.coonancawley.ie/contact.html     0
http://www.beshoffmotors.ie/contact     0
http://www.painting-dublin.ie/contact     0
http://www.tropicalsky.ie/contact-us.htm     0
http://www.woodsideireland.com/contact-2/index.php     0
http://www.corkmotorcycletraining.com/contact.html     0
http://www.tanjorepalace.ie/contact.html     0
http://www.phoenixdrivingschool.ie/contact.html     0
http://www.apncleaners.ie/contact.php     0
http://www.tomodowdschoolofmotoring.ie/contact.html     0
http://www.hro.ie/index.php/contact-us     0
http://www.brother.ie/g3.cfm/s_page/56120/s_name/contactus     0
http://www.etsl.ie/contact.html     0
http://www.cameo.ie/contact.php     0
http://www.jewellerybyadamking.moonfruit.com/contact/4571949273     0
http://www.w39.ie/contact-us.html     0
http://helenamalone.ie/index.php/contact/     0
http://www.wmcairnes.com/contact.php     1
http://www.mcortechnologies.com/contact/sales-enquiry/     0
http://driversed.ie/contact/     0
http://www.aratedenergy.ie/contact.htm     0
http://www.iti.org.uk/about-us/contact-us 1
http://luminalaserclinic.com/contact-us/     0
http://www.imagepointphotography.com/contact_us.html     0
http://www.oflynnsgourmetsausages.ie/contact.html     0
http://www.kmnoonephotography.com/contactus.html     0
http://limerickcc.ie/contact-2/     0
http://obrienandassociates.com/contact-us/     0
http://www.getfitathome.ie/index.php?main_page=contact_us     1
https://www.econatural.ie/contact-us     0
http://www.the-salon.ie/contact.php     0
http://www.allsafes.ie/contact     0
http://www.tritondiving.ie/contact-us/     0
http://www.letstalkcleaning.com/html/contact_us.html     0
http://liffeycollege.ie/contact-us/     1
http://peperina.ie/contact/     1
http://peperina.ie/contact/hours-location/     1
http://www.verminator.ie/contact     0
http://www.blanchardstownpatiocentre.com/contact.php     0
http://www.crillywardell.ie/contact.html     0
http://oreillyscleaningservices.com/contact-us/     0
http://www.cdpowerelectronics.com/contact/     0
http://www.effectivepestcontrol.ie/contact-us/     0
http://cardsbyyou.ie/index.php?route=information/contact     0
http://www.laurenathephysio.com/contact.php     0
http://www.westcorkdrivinglessons.ie/contact.html     0
http://caketoppercompany.ie/contact     0
http://www.techhub.ie/contact-us/     0
http://www.thealterationrooms.com/contact.html     1
http://hypnosisinmayo.ie/contact-uslocation/     0
http://www.wmconstructiondublin.com/contact-us     0
https://www.chill.ie/company/contact/     -1
http://www.heatservicesnetwork.com/contact.php     -1
http://www.allvent.com/contact.html     0
http://www.aubren.com/contact-aubren.php     -1
http://www.bellezabridalwear.ie/contact.html     1
http://www.top-drive.ie/contact_us_form_5.html     0
http://www.easyteethwhitening.ie/contact%20us.htm     0
http://www.dublingardeners.ie/contact-us     0
http://wild.ie/contact-us/     0
http://www.ictyrecentre.ie/contact.php     0
http://www.gjs.ie/contact.php     0
http://www.peninsulastone.ie/contact     1
http://www.dansd10drivingschool.com/contact.php     0
http://www.thelimocompany.ie/contact_us.html     0
http://www.waterzone.ie/contact_2.html     1
http://www.onepower.ie/index.php/contact-us     0
http://www.hirefitness.ie/contact-us     0
http://www.dublinplumbingandelectric.com/contact-us.html     -1
http://www.brandarmy.ie/index.php/contact-2/     0
http://www.peterson.ie/contactus     0
http://www.arcdesign.ie/contact     0
http://www.ner.ie/contacts/     0
http://www.internationalsurgerygroup.co.uk/contact-us     1
http://www.axismarquees.ie/contact.htm     0
http://knotinbutwood.com/index.php/contact-us/     -1
http://www.sonastherapy.ie/index.php?contact     0
http://pureskill.ie/contact-us.html     1
http://www.ces.ie/contact_us.html     0
http://www.theroyaldublingolfclub.com/mysitecaddy/site3/contact.htm     -1
http://www.theroyaldublingolfclub.com/mysitecaddy/site3/contactform.htm     -1
http://www.autowise.ie/contact.html     0
http://www.coolmanaghenterprises.ie/contact_us/     0
http://www.gerriko.ie/contact.html     0
http://www.diamondicesculptures.com/contactus.html     0
http://www.mccormackcarsales.ie/contactus.php     1
http://www.budgettravel.ie/info/contact-us.htm     0
http://www.camellia.ie/contact.html     0
http://www.hail.ie/contact.htm     0
http://www.carbide.ie/component/option,com_contact/Itemid,36/     -1
http://www.carbide.ie/component/option,com_contact/Itemid,3/     -1
http://www.shomera.ie/contact     0
http://www.creansceramiccity.com/contacts/     0
http://www.pcclean.ie/contact-pc-clean/     0
http://www.radiokerry.ie/about/contact-us/     0
http://www.amorebridalwear.com/contactus.php     0
http://www.traditionalstoneworkireland.com/contact.htm     0
http://www.oreillymotorschool.com/contact     0
http://www.dublin.ie/contact-us.htm     0
http://prepaypower.ie/contact     1
http://www.mochuaprint.ie/contact-us     0
https://www.urbanfrog.ie/contact_us     0
http://www.orso.ie/contact     0
http://www.4men.ie/contactus     0
http://www.homeglazewindows.ie/contact/     0
http://www.yindees.ie/contact-us     0
http://www.arcticinsulation.ie/contact/     0
http://www.hegartyantiques.com/contact.asp     0
http://www.sightandsound.ie/contact-us/default.82.html     0
http://www.vanquotes.ie/contact-us     0
http://wildirishseaveg.com/contact/     0
http://www.thewinnerfeetandbodyclinic.com/contact-us/     1
http://www.elitemartialarts.ie/content/contact     0
http://www.pcuniverse.net/contact.php     -1
http://www.winwinselling.com/contactus_form.asp     0
http://www.winwinselling.com/contactus.asp     0
http://www.flynnmc.com/contact.html     1
http://www.blueribbon.ie/index.php/contact     -1
http://iyoga.ie/contact-us.php     0
http://www.crystalvalet.ie/contact-us.html     0
http://www.lasercentre.ie/contactus.htm     0
http://www.crafty-party-posse.com/contact---payment-deposit.php     0
http://www.guesthousescork.com/contact-us.html     0
http://www.ailanitherapy.com/index.php?co=contact.php     1
http://www.thecobblercork.com/contact.html     0
http://www.patron.ie/contact/     0
http://www.petercox.ie/contact     0
http://www.mcallistersfish.com/contact.html     1
http://tapmagic.ie/contact-us/     -1
http://www.spillanebespoke.ie/contact.htm     0
http://www.adaptlife.ie/contact.php     0
http://kfsolicitors.ie/contact-us     0
http://www.spysalon.ie/contact-us/     1
http://www.renergise.ie/contact.php     0
http://johnmleemassagetherapy.weebly.com/contact-details.html     0
http://www.boiler.ie/contacts     0
http://www.weblettings.ie/contact-us.html     0
http://www.caketoppersireland.com/index.php/contact-us/     0
http://www.gpnow.ie/contact-us     1
http://churchtowncarwash.weebly.com/contact-us.html     0
http://www.flemingestateagents.com/contact-us/     0
http://www.templegardenandfarmshop.co.uk/contact.html     1
http://www.pigsty.ie/contact-us     0
http://eatingatkins.ie/contact-us/     0
http://www.premierfuncasino.com/contact%7Cbooking-page.html     0
http://www.murrayproperties.ie/contact-us/     0
http://www.lyottdesign.com/contact-us.php     1
http://www.babyscan.ie/contact-us/     0
http://www.tasteofthesea.ie/contact-us.asp     1
http://www.brasserielepont.ie/contact.html     1
http://www.araschronain.ie/contact.html     0
http://www.hydegrooming.com/index.php/contact-us/     -1
http://www.hopscotchmultimedia.ie/contacthopscotch.html     0
http://www.q3.ie/contact.html          0
http://www.cer.ie/en/about-us-contact-us.aspx     0
http://www.realtamontessori.com/contact-us.php     0
http://www.marcopolo.ie/contact     1
http://www.myelectrician.ie/contacts/     0
http://www.eztrack.ie/contact/     0
http://www.alliancemaintenance.ie/contact.html     0
http://www.arttherapywestcork.com/p/locationcontact.html     0
http://www.lsmltd.com/en/contact-us/     0
http://www.bookhaven.ie/contact-us     1
http://www.poppyvine.com/contact/     0
http://www.physiodublin.ie/index.php/contact-us/     0
http://www.bbraun.com/cps/rde/xchg/bbraun-com/hs.xsl/contact.html     0
http://www.bhaf.ie/contact-us.html     0
http://www.dressmyhome.ie/contacts     0
http://www.dressmyhome.ie/contacts/     0
http://emeraldwaste.ie/index.php/contact-us/     0
http://www.magicsun.ie/contact.php     1
http://www.anu.net/contact     1
http://www.keysonwheels.ie/contact/4570915577     0
http://eltorobravo.weebly.com/contact-us.html     0
http://www.mortgageline.ie/contact/     0
http://www.therace2race.com/contact.html     0
http://www.donegalgardens.com/contact.html     0
http://www.chefville.ie/contact.php     1
http://www.solarspa.ie/contactus.php     1
http://gleamingclean.ie/contactus.aspx     1
http://hairdesignathome.ie/contact/     0
http://hanlonroofing.com/contact-us/     0
http://peamountmotors.com/contact-us     0
http://www.galwayroots.com/main/contact-us     1
http://rocklobster.ie/index.php/contact-us/     0
http://www.inybco.com/contact.html     0
http://www.betabarcode.com/index.php/contact-2/     0
http://www.boilerservicing.ie/contact_sidebar.html     -1
http://www.pdgroup.ie/contact.html     0
http://www.cathalonuallain.com/contact.asp     0
http://www.cathalonuallain.com/../../contact.asp     0
http://www.airporthopper.ie/contact-page.html     0
http://www.hellofrance.ie/contact.html     0
http://www.vikingpumpeurope.com/contact.asp     0
http://lvprenewables.ie/contact-us/     0
http://thesuitemusic.com/index.php/contact-wedding-band/     0
http://coyneconstruction.com/contact.html     0
http://tyres4u.ie/wp/index.php/contact-2/     0
http://trxireland.ie/contact/     0
http://www.caesartiles.ie/index.php/contact-us     0
http://www.westclareequestrian.com/contact.html     0
http://www.oliviabuckley.com/index.php/contact     0
http://www.smartstorage.ie/under-stairs-storage-contact-us.php     0
http://www.evolution-gym.com/contact.php     1
http://www.brownrudnick.com/forms/contact-us         0
http://www.neylonmaintenance.com/contact-us/     0
http://www.hawthornlogistics.ie/contact-us/contact-us     0
http://www.hawthornlogistics.ie/contact-us/find-us     0
http://www.donegalplumber.com/contact.html     0
http://www.allbeautybrands.com/contact/     0
http://www.afgalway.org/contact-us.html     1
http://www.remithehandyman.com/Contact/contact.php     0
http://yoganamara.com/contact_us.php     0
http://www.nifast.ie/contact-us/     0
http://www.primedesign.ie/contact.php     0
http://www.magicalevents.ie/contact-us     0
http://www.bellucci.ie/contact.html     0
http://www.valleyofthehare.com/contactus.asp     0
http://www.hitchproductions.com/../contact.php     0
http://www.blisshairdesign.ie/contact-us.asp     0
http://www.homebirth.ie/index.php/connect-with-us/regional-contacts     0
http://www.whiteladyhotelkinsale.ie/contact.asp     0
http://www.internationaldiamond-brokers.com/contact-us/     0
http://www.coffeetime.ie/contact.html     0
http://www.hillhopper.ie/contactus     0
http://www.neatarmac.com/contact-us/     0
http://www.homeseal.ie/contact_us_4.html     0
http://www.vibrant.ie/contact-vibrant-coatings.asp     0
http://www.aquaeuro.ie/contact_eu.asp     0
http://www.quoteme.ie/contact-us     1
http://www.in1solutions.com/contact-us     0
http://www.agservicesgroup.com/contact-us/     0
http://www.clarecoco.ie/your-council/contact-the-council/     1
http://www.ely.ie/contact.html     0
http://www.absystems.ie/contact.php     0
http://www.allwooddoors.ie/index.php/contact-us     0
http://www.carlowsports.ie/contact     0
http://www.mcguireprogramme.com/contact_us.php     0
http://www.amandas-beauty.com/contact     -1
http://www.newmansigns.net/contact.php     -1
http://www.mitchelstown-cu.ie/index.php/about-us/contact-details     1
http://www.cjfallon.ie/contact-us/     0
http://www.berdublin.ie/index.php/contact-us     -1
http://www.speedsound.com/contacts/     0
http://www.elsasecurity.com/contact-us-elsa-security.html     0
http://www.cleansweep.ie/contact.html     0
http://www.maloneaccountants.ie/contact.aspx     0
http://www.constructionaccessories.ie/contact.htm     0
http://www.tui.ie/contact-us.77.html     0
http://www.tiptoetots.com/contact-form.php     0
http://www.jrainey.com/contact.php     0
http://www.roast.ie/contact.php     1
http://www.drain.ie/contact/     0
http://www.abbeycookeryschool.ie/contact     1
http://www.mystuff.ie/contact-us-page.html     0
http://www.jvtierney.ie/contact-us.php     0
http://www.goldiefish.ie/contact-us/     0
http://www.harrysbikes.ie/contact-us     1
http://bluebirdcare.ie/media/media-contact/     0
http://bluebirdcare.ie/contact-bluebirdcare/     0
http://www.voss.ie/contactus.html     0
http://www.jacquitownsendphotography.com/index.php/contact-jacqui/     0
http://www.d-dcarpentry.com/contact-us/     1
http://www.piratesvillage.ie/contact-us/     0
http://www.gbi.ie/contact/     0
http://www.bodleyfinancial.ie/index.php/contact-me-directly     0
http://www.bodleyfinancial.ie/ppi/index.php/contact-me-directly     0
http://www.tuiss.ie/contact-us     0
http://igsl.ie/contact/     0
http://www.drivewaycleaningdublin.com/contact.html     1
http://www.hospitalitypartnership.ie/contact     0
http://www.back2balance.ie/contact.html     0
http://www.wheellockit.com/index.php?route=information/contact     0
http://www.tolteca.ie/contact/     0
http://www.digitalhearing.ie/contacts/free-hearing-test     0
http://company.ingersollrand.com/ircorp/en/contact.html     -1
http://www.rapidkayaking.com/contact/4549303402     0
http://www.afast.ie/contact.html     0
http://www.stagfriendly.ie/index.php/contact-us     0
http://www.southeastcounselling.ie/contact.html     0
http://www.mountfalcon.com/contact-us     -1
http://www.hotyogadublin.com/contact     0
http://www.jackwills.com/en-us/about/here-to-help/contact-us/     1
http://www.myvantage.ie/contact.asp?id=109     -1
http://www.learnguitar.ie/contact-us     0
http://caterhire.com/contact-us/     0
http://www.bakemydaylimited.ie/index.php/contact-us/     1
https://www.cornmarket.ie/contactus.htm     0
http://aidelectrical.ie/contact     0
http://www.myah.ie/contact-us.html     0
http://www.menshealth.ie/contact/     0
http://www.weatherseal.ie/contact-us.html     0
http://pizzadog.ie/site/contact-us/     1
http://www.ansbromouldings.com/contactus.php     0
http://www.blueberry.ie/contact.php     0
http://www.visona.ie/contact_us.php     1
http://carvecases.com/contact/     0
http://www.getcracking.ie/contact-us.php     0
http://www.irishstairlifts.ie/contact-us     0
http://www.straker.ie/straker/en/contact-us.cfm     0
http://www.essentialbabycompany.ie/index.php?route=information/contact     0
http://www.precision-badges.co.uk/contact.php     0
http://www.myweddingband.ie/contactus.html     0
http://allcladdagh.com/contact.htm     0
http://www.brettandcompany.com/contact.php     0
http://www.areaman.tv/contact.html     0
http://murrion.com/website/contact     0
http://www.dipstrip.ie/contact_us.htm     0
http://www.woodprint.ie/contact-us/     0
http://www.tsg.ie/index.cfm/page/contactus     0
http://www.insuranceclaimsrepair.ie/contact-us.html     0
http://www.interiorsdirectory.com/contact.html     0
http://www.kilkishenconstruction.com/contact-us     0
http://homeglo.ie/contact-us/     0
http://www.petworld.ie/contact-us/     1
http://fgmwindows.ie/contact-us/     0
http://roofcontractordublin.com/contact-us/     0
http://u2r1weddingcars.com/contact.php     0
http://www.product2market.ie/contact-us/     0
http://www.product2market.ie/contact-us/location-map/     0
http://www.discokids.ie/index.php/contact-us     0
http://www.glassrecyclingireland.ie/contact-us/     0
http://www.ashford.ie/contact-ashford-castle.html     0
http://www.bannercarpetsandflooring.ie/contact.html     0
http://www.signwest.ie/contact_us.php     0
http://www.a-rating.ie/contact.htm     0
http://minibushiredublin.ie/contact/     0
http://www.grg.ie/web/guest/contact-us;jsessionid=68D49C00D63FA1C43FE8519332D82886     0
http://www.grg.ie/web/guest/contact-us     0
http://www.fastals.ie/contact-us     0
http://www.toys4you.ie/contact-us/     1
http://www.uglandsurveying.ie/contact.html     0
http://www.jimhatton.ie/contact-us/     1
http://www.seapointleisure.ie/index.php?page=contact     0
http://utopiaspa.yolasite.com/contact-us.php     0
http://www.physicaltherapyclinic.ie/contact/4548586834     0
http://ballet.ie/contactus/index/contact_us     1
http://www.spec4u.net/contact/informations.html     0
http://www.thewhiteroom.ie/contact.php     0
http://www.kgordonandco.ie/contact.php     0
http://www.homelinefurniture.ie/index.php?main_page=contact_us     0
http://www.kedrah.com/contact.php     0
http://www.varming.ie/contact-us.html     0
http://www.nclc.ie/contact/default.asp     0
http://www.southsidedrivingschool.com/contact/4556852075     0
http://www.fabfoodtrails.ie/contact-us/     0
http://www.chipsaway.ie/contact/     0
http://www.co-me.net/contact/     0
http://www.munsterchauffeurs.com/contact.php     0
http://www.drivinglessonscork.com/contactus.htm     0
http://www.ashbrookgroup.ie/contact.html     0
